HHID,s04_start_time,s04q01,s04q02,s04q03,s04q04,s04q05,s04q06,s04q07,s04q08,s04q08_oth,s04q16,s04q19a,s04q19b,s04q19c,s04q19d,s04q20,s04q21,s04q26,s04q27a,s04q27b,s04q27c,s04q27d,s04q27e,s04q27f,s04q27g,s04q28,s04q28_oth,s04q29a,s04q29a_UM,s04q29b,s04q29b_UM,s04q30,s04_end_time
0c11d773009543908b99c300648b7ea8,2019-12-08T15:43:07,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Bottled water,,not buying water source,None,,,,Nothing,Nothing,Firewood,20000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-12-08T15:45:25
0c1a6258f0874c0c8a15b2c6434f7b39,2019-11-22T08:24:19,1,54,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Bottled water,,5000,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,25000,45000,Did not spend anything,Did not spend anything,10000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-22T08:29:48
0c4cd0a79e584e6bb5bba42d93e5218c,2019-12-07T14:52:05,1,42,1,Wood or logs,Tiles,Bamboo strips,Solar,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,85000,RIEL,200000,2019-12-07T14:56:17
0c536d92e54b4b45831a0d457c7b98f5,2019-10-16T08:19:28,1,20,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,"Latrine overhanging field or water (drop in the field, pond, lake, river, sea)",No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-10-16T08:25:38
0ced6db0f3cb4f3d89fb3939821c1461,2019-12-02T08:33:00,1,60,3,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,10000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,18000,Did not spend anything,Did not spend anything,3000,Did not spend anything,Did not spend anything,Rented,,400000,RIEL,,,Nothing,2019-12-02T08:33:57
0d04df946ab94c13a77b34cb816a9846,2019-12-22T10:01:42,1,80,2,"Concrete, brick, stone",Tiles,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,8000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-12-22T10:04:18
0d550696acd24645a379066441c3efd4,2019-11-08T13:59:38,1,120,1,Wood or logs,Tiles,Wooden planks,Solar,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,45000,Did not spend anything,30000,18000,Did not spend anything,Did not spend anything,Owned by the household,,,,160000,RIEL,800000,2019-11-08T14:09:24
0db72710743e41819279b80398ec4800,2019-10-23T14:38:37,1,18,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,6000,Pour flush (or flush connected to sewerage,No,Don't know,,600,4000,Liquefied petroleum gas LPG,12000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,80,USD,,,Nothing,2019-10-23T14:42:12
0dbc834eb78e42d2a2afa3a2e04f5ba7,2019-10-22T16:23:21,1,30,1,Galvanized iron or aluminium or other metal sheets,Thatch/leaves/grass,Ceramic tiles,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,25000,12000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,30,USD,Nothing,2019-10-22T16:28:02
0ee4a35228d1400ab2ea11b70e436260,2019-12-14T09:35:19,1,42,0,Galvanized iron or aluminium or other metal sheets,Tiles,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,15000,Did not spend anything,Did not spend anything,40000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,20000,RIEL,Nothing,2019-12-14T09:38:20
0f50c6aeff324b9fbae1dc5ecf73c4b6,2019-10-29T00:01:31,1,48,1,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,25000,Pit latrine with slab,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,50000,18000,Did not spend anything,90000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,350000,RIEL,Nothing,2019-10-29T00:07:12
0f5f4853c4ae4a288a80c56a589bdf4f,2019-11-13T16:34:57,1,28,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,18000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-13T16:39:55
0f7d805b769b4593915aa5f230b670fa,2019-10-14T14:29:32,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,20000,13000,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,80000,2019-10-14T14:30:08
0f9fa4f9f2bf41938e958281743a51f5,2019-10-27T15:45:24,1,12,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Charcoal,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,15000,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,100000,RIEL,Nothing,2019-10-27T15:53:17
0fb37f9cd72b43838cd4b2ae669dc218,2019-12-07T12:34:28,1,105,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,27600,45000,Did not spend anything,Did not spend anything,4000,2000,Did not spend anything,Owned by the household,,,,50,USD,Nothing,2019-12-07T12:40:47
0fefe53aaa8c43da8838ba933a2d80c2,2019-11-21T03:40:42,1,75,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,15000,6500,Did not spend anything,90000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,450000,RIEL,Nothing,2019-11-21T03:48:45
100f30c500e644aab2547f29c280e766,2019-10-29T10:06:23,1,20,0,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Wooden planks,Kerosene lamp,"Tube Well, Borehole",,28000,None,,,,Nothing,Nothing,Charcoal,Did not spend anything,Did not spend anything,7000,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,Nothing,2019-10-29T10:11:10
107850da373640dabee05c6e7dcc440a,2019-11-22T09:00:35,1,70,3,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Unprotected well,,15000,Pour flush (or flush) to elsewhere (i.e. not a sewer or pit/tank),No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,50000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-11-22T09:05:19
10da2d44386c4aaa9532d4a536793e65,2019-11-14T14:36:25,1,24,0,Fibrous cement/Asbestos,Galvanized iron or aluminium or other metal sheets,Other (Specify),Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,9500,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,20000,RIEL,Nothing,2019-11-14T14:40:37
110181fa877446a28682a98db30c9241,2019-11-09T12:24:25,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Bottled water,,3600,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,3600,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,180000,RIEL,Nothing,2019-11-09T14:58:19
111532e5774a4499a75c3b61d2476d4b,2019-12-14T14:12:28,1,20,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Rainwater collection,,4000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,35000,30000,Did not spend anything,10000,12000,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,40000,RIEL,Nothing,2019-12-14T14:32:28
111bd3cfb30a4137ba21796c5ad287fc,2019-12-08T09:20:18,1,42,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to elsewhere (i.e. not a sewer or pit/tank),No,"No, never pump/empty",,Nothing,Nothing,Firewood,19000,17000,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,160000,RIEL,Nothing,2019-12-08T09:24:45
1169c8709cd4424680be18c7139615f4,2019-10-09T10:26:43,1,80,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,Did not spend anything,22500,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-09T10:31:55
11b6e020fde349628c65a525ae6fec67,2019-12-29T13:32:35,2,84,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,39000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-12-29T13:36:01
11caaf82f70e4973a42ca777e0639db7,2019-10-15T14:10:52,1,48,2,Wood or logs,Tiles,Wooden planks,Solar,"Tube Well, Borehole",,25000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,10000,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,160000,RIEL,Nothing,2019-10-15T14:15:15
11d72bdd10084bd2b2bdfd7594e57cb0,2019-12-13T15:55:06,1,56,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,12000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,6600,25000,Did not spend anything,Did not spend anything,5000,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-12-13T15:59:00
120bbf1f55b4477c9bc0db53ae67f68a,2019-10-17T14:30:35,2,108,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Piped into compound, yard or plot",,60000,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Remove the feces by using a recycling equipment and force,Nothing,Nothing,Firewood,170000,20000,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-17T14:39:46
120cb01cb30b4b3bb7a207fe12d40bc7,2019-11-15T08:36:35,1,24,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Piped into compound, yard or plot",,15000,"Latrine overhanging field or water (drop in the field, pond, lake, river, sea)",No,"No, never pump/empty",,Nothing,Nothing,Firewood,8000,Did not spend anything,Did not spend anything,10000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-15T08:43:33
1218a04d6a1a4d3b8e07ab9993b32af3,2019-12-27T09:07:42,1,6,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,Nothing,None/don’t cook,Did not spend anything,3000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,120000,RIEL,Nothing,2019-12-27T09:10:40
122392a0d1c3419297af7e0f542dd550,2019-11-15T10:00:09,1,42,1,Wood or logs,Tiles,Bamboo strips,Publicly-provided electricity/City power,Protected well,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-11-15T10:07:04
1232774a050b4f02b9f8b6cfbe35f607,2019-12-23T08:30:12,1,270,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Rainwater collection,,25000,Pour flush (or flush) to elsewhere (i.e. not a sewer or pit/tank),No,"No, never pump/empty",,Nothing,10000,Liquefied petroleum gas LPG,123500,21000,Did not spend anything,Did not spend anything,10000,5000,Did not spend anything,Owned by the household,,,,800000,RIEL,Nothing,2019-12-23T08:35:50
12bde16f847e4909a20039f868587d52,2019-11-16T08:37:51,1,42,0,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Bamboo strips,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,7400,Did not spend anything,Did not spend anything,75000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,20000,RIEL,Nothing,2019-11-16T08:42:23
12e853d2ba4d4ede856312fc1b3c3728,2019-10-14T14:36:26,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,20000,Did not spend anything,Did not spend anything,14000,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-10-14T14:43:03
