HHID,PID,s11_start_time,s11q01a,s11q01b,s11q02,s11q03,s11q04,s11q05,s11q06,s11q07,s11q08,s11q09a,s11q09a_oth,s11q09b,s11q10,s11q11__1,s11q11__2,s11q11__3,s11q12,s11q13,s11q14,s11q15a,s11q15b,s11q16a,s11q16b,s11q16c,s11q16d,s11q16e,s11q16f,s11q16g,s11q16h,s11q17a,s11_end_time
0829929f2bf64718a161f20440ba6b04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0829929f2bf64718a161f20440ba6b04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0829929f2bf64718a161f20440ba6b04,5,2019-11-29T09:50:44,No,2,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,Yes,Yes,Foreign Languages,No,,,,,,,,,,ALONE,2019-11-29T09:55:28
082e22bb24274f188832114df7ba50ca,1,2019-12-22T13:10:15,Yes,,Yes,Yes,Yes,12,Higher education certificate (BacII),No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-22T13:11:29
082e22bb24274f188832114df7ba50ca,2,2019-12-22T14:01:19,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T14:02:13
082e22bb24274f188832114df7ba50ca,4,2019-12-22T14:33:11,No,2,No,No,Yes,3,Class one completed,Yes,Class two,,,Private,No,,,,Yes,Yes,Foreign Languages,Yes,Class two,2256000,No expenses / Don't Know,120000,20000,960000,912000,No expenses / Don't Know,,ALONE,2019-12-22T14:39:12
082e22bb24274f188832114df7ba50ca,5,2019-12-22T17:03:28,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-22T17:04:20
08796f686b43440cb2cba4e917fcc79f,1,2019-10-09T15:46:24,Yes,,Yes,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T15:47:33
08796f686b43440cb2cba4e917fcc79f,2,2019-10-10T14:13:31,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T14:14:08
08796f686b43440cb2cba4e917fcc79f,5,2019-10-10T14:15:19,No,2,No,No,Yes,2,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,15000,100000,540000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-10T14:19:57
089dc40ae5c14ddfba4a08f274ebc66a,1,2019-10-21T14:41:16,No,2,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-21T14:42:39
089dc40ae5c14ddfba4a08f274ebc66a,2,2019-10-22T08:47:12,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T08:49:11
089dc40ae5c14ddfba4a08f274ebc66a,3,2019-10-22T08:49:16,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T08:50:34
089dc40ae5c14ddfba4a08f274ebc66a,4,2019-10-22T08:50:50,No,2,Yes,Yes,Yes,3,Class three completed,Yes,Class four,,,Public,Yes,,,,No,,,Yes,Class three,100000,100000,35000,40000,300000,No expenses / Don't Know,5000,,ALONE,2019-10-22T08:55:08
089dc40ae5c14ddfba4a08f274ebc66a,5,2019-10-22T08:55:25,No,2,Yes,Yes,Yes,7,Class seven completed,Yes,Class eight,,,Public,Yes,,,,No,,,Yes,Class seven,300000,No expenses / Don't Know,30000,45000,1000000,No expenses / Don't Know,5000,,ALONE,2019-10-22T09:00:12
089dc40ae5c14ddfba4a08f274ebc66a,6,2019-10-22T09:00:27,No,2,No,No,Yes,2,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,100000,15000,35000,300000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-22T09:04:55
089dc40ae5c14ddfba4a08f274ebc66a,7,2019-10-22T09:05:07,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T09:06:40
0908e3263f364a8f858449ab8a202f81,1,2019-11-28T15:05:53,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-28T15:06:34
0908e3263f364a8f858449ab8a202f81,2,2019-11-30T11:39:59,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:40:47
0908e3263f364a8f858449ab8a202f81,3,2019-11-30T11:40:53,No,2,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:41:44
0908e3263f364a8f858449ab8a202f81,4,2019-11-30T11:41:51,No,2,Yes,Yes,Yes,9,Class eight completed,No,,,,,,Must help with household chores,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:42:56
0908e3263f364a8f858449ab8a202f81,5,2019-11-30T11:44:34,No,2,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:45:54
097c203533a642959b29f5623bd83c2d,1,2019-11-09T14:05:15,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T14:06:22
097c203533a642959b29f5623bd83c2d,2,2019-11-09T14:06:26,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T14:07:05
097c203533a642959b29f5623bd83c2d,3,2019-11-09T14:07:09,Yes,,Yes,Yes,Yes,5,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T14:07:57
097c203533a642959b29f5623bd83c2d,4,2019-11-09T14:08:01,Yes,,Yes,Yes,Yes,6,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T14:08:39
097c203533a642959b29f5623bd83c2d,5,2019-11-09T14:08:44,Yes,,Yes,Yes,Yes,4,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-09T14:09:20
09b5e80df92c4dd68c003617a5020ca4,1,2019-10-22T09:20:49,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T09:21:25
09b5e80df92c4dd68c003617a5020ca4,2,2019-10-22T10:00:07,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T10:00:58
09b5e80df92c4dd68c003617a5020ca4,3,2019-10-22T13:48:02,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-22T13:50:25
09b5e80df92c4dd68c003617a5020ca4,4,2019-10-22T14:46:15,No,1,Yes,Yes,Yes,2,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,13000,18500,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-22T14:48:29
09b5e80df92c4dd68c003617a5020ca4,5,2019-10-23T07:56:21,Yes,,No,No,Yes,1,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,10800,15000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-23T07:58:43
09b5e80df92c4dd68c003617a5020ca4,6,2019-10-23T08:02:42,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-23T08:08:44
09bfa16a0ec24d21a02043ba7aa06833,1,2019-11-23T10:25:05,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-23T10:25:49
09bfa16a0ec24d21a02043ba7aa06833,2,2019-11-23T10:26:08,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-23T10:27:00
09bfa16a0ec24d21a02043ba7aa06833,3,2019-11-23T10:27:05,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-11-23T10:27:48
09bfa16a0ec24d21a02043ba7aa06833,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09c60b2f05a341c5a7091a23ce3b5a37,1,2019-12-28T17:12:42,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-28T17:13:31
09c60b2f05a341c5a7091a23ce3b5a37,2,2019-12-29T14:58:30,Yes,,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-29T14:59:31
09c60b2f05a341c5a7091a23ce3b5a37,3,2019-12-29T15:21:48,No,2,No,No,Yes,3,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,12000,50000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-29T15:31:07
09c60b2f05a341c5a7091a23ce3b5a37,4,2019-12-29T15:32:33,No,2,No,No,Yes,2,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,10000,50000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-29T15:36:17
09c60b2f05a341c5a7091a23ce3b5a37,5,2019-12-29T15:39:55,No,2,No,No,Yes,1,Pre-school/Kindergarten,Yes,Class one,,,Public,No,,,,No,,,Yes,Pre-school/Kindergarten,No expenses / Don't Know,No expenses / Don't Know,10000,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-29T15:42:38
09c60b2f05a341c5a7091a23ce3b5a37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09e24292f9b44d5e85f18e9f92ae2d45,1,2019-12-29T10:51:15,No,2,Yes,Yes,Yes,9,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-29T10:51:58
09e24292f9b44d5e85f18e9f92ae2d45,2,2019-12-29T10:52:04,Yes,,Yes,Yes,Yes,6,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-29T10:52:41
09e24292f9b44d5e85f18e9f92ae2d45,3,2020-01-01T22:51:07,No,2,No,No,No,,,,,,,,,Too young,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,1440000,No expenses / Don't Know,12000,40000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2020-01-01T22:57:54
09e24292f9b44d5e85f18e9f92ae2d45,4,2020-01-01T22:58:00,No,2,No,No,No,,,,,,,,,Too young,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,1440000,No expenses / Don't Know,12000,40000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2020-01-01T23:00:29
0a00f9b3a101408786b0c4281b414830,1,2019-12-10T14:22:15,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T14:23:07
0a00f9b3a101408786b0c4281b414830,2,2019-12-10T08:33:02,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T08:35:06
0a00f9b3a101408786b0c4281b414830,3,2019-12-10T15:51:03,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T15:53:06
0a4817afd18043f6938d29fb85c6fdec,1,2019-12-01T09:38:45,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-01T10:17:05
0a4817afd18043f6938d29fb85c6fdec,2,2019-11-27T15:37:49,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T15:38:19
0a4817afd18043f6938d29fb85c6fdec,3,2019-11-27T15:38:25,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T15:38:52
0a4817afd18043f6938d29fb85c6fdec,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ab06004c5b046cead1ca6bf139ba74a,1,2019-11-14T16:51:21,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-14T16:52:19
0ab06004c5b046cead1ca6bf139ba74a,2,2019-11-14T08:14:24,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-14T08:15:31
0ab06004c5b046cead1ca6bf139ba74a,3,2019-11-14T08:15:44,No,2,Yes,Yes,Yes,3,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,6000,8000,252000,No expenses / Don't Know,20000,,ALONE,2019-11-14T08:23:29
0ab06004c5b046cead1ca6bf139ba74a,4,2019-11-14T08:23:53,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-11-14T08:24:59
0ac6b411aa0b4769a8c5b5bacc2d2d3c,1,2019-10-24T06:59:04,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-24T06:59:38
0ac6b411aa0b4769a8c5b5bacc2d2d3c,2,2019-10-24T06:59:42,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-24T07:00:10
0ac6b411aa0b4769a8c5b5bacc2d2d3c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0acfe596b79542198e8afcb0599e0537,1,2019-11-28T10:26:20,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-28T10:28:35
0acfe596b79542198e8afcb0599e0537,2,2019-11-27T09:11:24,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T09:11:50
0acfe596b79542198e8afcb0599e0537,3,2019-11-27T09:11:58,No,2,Yes,Yes,Yes,12,Higher education certificate (BacII),Yes,College/university undergraduate,,,Private,No,,,,No,,,Yes,Class twelve,1600000,480000,120000,100000,260000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-27T09:15:19
0acfe596b79542198e8afcb0599e0537,4,2019-11-27T09:16:21,Yes,,Yes,Yes,Yes,8,Class eight completed,Yes,Class nine,,,Public,No,,,,No,,,Yes,Class eight,No expenses / Don't Know,No expenses / Don't Know,20000,150000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-27T09:18:35
0acfe596b79542198e8afcb0599e0537,5,2019-11-27T09:18:59,No,2,Yes,Yes,Yes,8,Class eight completed,Yes,Class nine,,,Public,No,,,,No,,,Yes,Class eight,No expenses / Don't Know,No expenses / Don't Know,15000,100000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-27T09:21:54
0acfe596b79542198e8afcb0599e0537,6,2019-11-27T09:21:59,No,2,Yes,Yes,Yes,5,Class five completed,Yes,Class six,,,Public,No,,,,No,,,Yes,Class five,No expenses / Don't Know,No expenses / Don't Know,13000,45000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-27T09:23:42
0acfe596b79542198e8afcb0599e0537,7,2019-11-27T09:23:47,No,2,No,No,No,,,,,,,,,Due to disability,,,No,,,No,,,,,,,,,,ALONE,2019-11-27T09:24:20
0afdadd0d9884373a0086a0747d5d639,1,2019-12-12T10:09:11,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-12T10:09:34
0afdadd0d9884373a0086a0747d5d639,2,2019-12-12T09:52:15,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-12T09:52:52
0b469d9c8efc4f4ba0bb6741046632f4,1,2019-12-27T15:17:05,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-27T15:18:01
0b469d9c8efc4f4ba0bb6741046632f4,2,2019-12-28T08:58:51,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-28T08:59:45
0b7e0c4ab65540a794f1c50ea776e803,1,2019-10-14T16:19:51,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-14T16:21:28
0b7e0c4ab65540a794f1c50ea776e803,2,2019-10-14T11:17:10,Yes,,No,No,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-14T11:18:13
0b7e0c4ab65540a794f1c50ea776e803,3,2019-10-14T11:18:37,No,2,Yes,Yes,Yes,10,Lower education certificate (diploma),No,,,,,,,,,Yes,Yes,Computer literacy,Yes,Non-formal class,No expenses / Don't Know,200000,20000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-14T11:29:32
0b7e0c4ab65540a794f1c50ea776e803,4,2019-10-14T11:30:18,No,2,Yes,Yes,Yes,2,Class ten completed,No,,,,,,Must contribute to household income,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T08:44:41
0b7e0c4ab65540a794f1c50ea776e803,5,2019-10-15T08:46:02,No,2,Yes,Yes,Yes,8,Class eight completed,Yes,Class eight,,,Public,No,,,,Yes,Yes,Foreign Languages,Yes,Class seven,No expenses / Don't Know,40000,30000,15000,No expenses / Don't Know,No expenses / Don't Know,10000,,ALONE,2019-10-16T15:09:59
0b7e0c4ab65540a794f1c50ea776e803,6,2019-10-16T15:10:04,No,2,Yes,No,Yes,5,Class five completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class five,400000,150000,10000,7000,No expenses / Don't Know,No expenses / Don't Know,5000,,ALONE,2019-10-16T15:13:15
0b7e0c4ab65540a794f1c50ea776e803,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b7f7d10600943d0a54d0a81f0a677ac,1,2019-10-30T08:42:56,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T08:43:38
0b7f7d10600943d0a54d0a81f0a677ac,2,2019-10-30T08:43:43,No,1,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T08:44:23
0bc68ee88c704b649c3d0bcad2cbb5ed,2,2019-10-11T09:44:15,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-11T09:44:56
0bc68ee88c704b649c3d0bcad2cbb5ed,5,2019-10-11T08:59:00,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,Yes,Yes,Foreign Languages,Yes,Class three,No expenses / Don't Know,240000,10000,50000,No expenses / Don't Know,No expenses / Don't Know,30000,,ALONE,2019-10-11T09:03:37
0bc68ee88c704b649c3d0bcad2cbb5ed,6,2019-01-01T07:11:20,No,2,No,No,Yes,3,Class three completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,5000,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-01-01T07:14:18
0bc68ee88c704b649c3d0bcad2cbb5ed,7,2019-10-14T05:53:48,Yes,,No,No,Yes,1,Class one completed,Yes,Class one,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,20000,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-14T05:55:38
0bcbbac599034301955f0d63e26b12c3,1,2019-10-24T11:12:53,Yes,,Yes,Yes,Yes,9,Lower education certificate (diploma),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-24T11:13:19
0bcbbac599034301955f0d63e26b12c3,2,2019-10-25T16:04:40,Yes,,Yes,Yes,Yes,9,Lower education certificate (diploma),No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-10-25T16:06:03
0bd56c2f7f65451d89334d3d57b616e5,1,2019-12-05T09:57:39,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T09:59:19
0bd56c2f7f65451d89334d3d57b616e5,2,2019-12-05T09:59:38,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:02:11
0bd56c2f7f65451d89334d3d57b616e5,3,2019-12-05T10:02:29,No,2,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:04:27
0bd56c2f7f65451d89334d3d57b616e5,4,2019-12-05T10:04:49,No,2,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:06:39
0bd56c2f7f65451d89334d3d57b616e5,5,2019-12-05T10:06:52,No,2,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:08:42
0bd56c2f7f65451d89334d3d57b616e5,6,2019-12-05T10:10:11,No,2,No,No,Yes,3,No class completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:11:43
0bd56c2f7f65451d89334d3d57b616e5,7,2019-12-05T10:12:07,No,2,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:14:37
0bd56c2f7f65451d89334d3d57b616e5,8,2019-12-05T10:15:09,No,2,Yes,Yes,Yes,8,Class eight completed,Yes,Class nine,,,Public,Yes,,,,No,,,Yes,Class eight,No expenses / Don't Know,480000,45000,75000,1200000,No expenses / Don't Know,5000,,ALONE,2019-12-05T10:20:45
0bd56c2f7f65451d89334d3d57b616e5,9,2019-12-05T10:20:57,No,2,Yes,Yes,Yes,7,Class seven completed,Yes,Class eight,,,Public,Yes,,,,No,,,Yes,Class seven,No expenses / Don't Know,480000,35000,65000,840000,No expenses / Don't Know,5000,,ALONE,2019-12-05T10:25:40
0bd56c2f7f65451d89334d3d57b616e5,10,2019-12-05T10:25:47,No,2,Yes,Yes,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-05T10:27:22
0bde7cf2ae0a405da38311ab9438c1fb,1,2019-10-09T13:32:08,Yes,,Yes,Yes,Yes,13,Higher education certificate (BacII),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-09T13:35:04
0bde7cf2ae0a405da38311ab9438c1fb,2,2019-10-09T13:35:12,No,1,Yes,Yes,Yes,4,Class three completed,Yes,Class four,,,Private,Yes,,,,No,,,Yes,Class three,1452000,No expenses / Don't Know,7500,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-09T13:37:55
0bde7cf2ae0a405da38311ab9438c1fb,3,2019-10-09T13:38:00,Yes,,No,No,Yes,1,Pre-school/Kindergarten,Yes,Pre-school/Kindergarten,State Preschool,,,No,,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-10-09T13:42:06
0c069fd542dc43aeb9db1d0403ebf239,1,2019-12-30T11:09:21,Yes,,Yes,Yes,Yes,10,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-30T11:11:24
0c069fd542dc43aeb9db1d0403ebf239,2,2019-12-28T11:16:17,Yes,,Yes,Yes,Yes,9,Lower education certificate (diploma),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-28T11:17:08
0c069fd542dc43aeb9db1d0403ebf239,3,2019-12-29T14:08:41,No,2,Yes,Yes,Yes,5,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class four,No expenses / Don't Know,No expenses / Don't Know,8000,2000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-29T14:11:02
0c069fd542dc43aeb9db1d0403ebf239,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c11d773009543908b99c300648b7ea8,1,2019-12-09T10:00:31,Yes,,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-09T10:01:07
0c11d773009543908b99c300648b7ea8,2,2019-12-08T16:13:16,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T16:13:43
0c1a6258f0874c0c8a15b2c6434f7b39,1,2019-11-22T09:47:11,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:47:53
0c1a6258f0874c0c8a15b2c6434f7b39,2,2019-11-22T09:56:20,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:57:42
0c1a6258f0874c0c8a15b2c6434f7b39,3,2019-11-23T08:35:18,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-23T08:36:17
0c4cd0a79e584e6bb5bba42d93e5218c,1,2019-12-07T15:26:50,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T15:29:03
0c4cd0a79e584e6bb5bba42d93e5218c,2,2019-12-07T15:29:19,No,1,Yes,Yes,Yes,10,Class ten completed,Yes,Class eleven,,,Public,No,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T15:32:04
0c536d92e54b4b45831a0d457c7b98f5,1,2019-10-16T09:54:28,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T09:55:19
0c536d92e54b4b45831a0d457c7b98f5,2,2019-10-16T09:13:25,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T09:14:34
0c536d92e54b4b45831a0d457c7b98f5,3,2019-10-16T09:50:23,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-16T09:51:24
0c536d92e54b4b45831a0d457c7b98f5,4,2019-10-16T09:51:38,No,2,Yes,No,Yes,3,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,6000,3000,No expenses / Don't Know,No expenses / Don't Know,2000,,ALONE,2019-10-16T09:53:42
0ced6db0f3cb4f3d89fb3939821c1461,1,2019-12-02T09:34:32,Yes,,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-02T09:36:01
0d04df946ab94c13a77b34cb816a9846,1,2019-12-22T10:29:30,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T10:30:22
0d04df946ab94c13a77b34cb816a9846,2,2019-12-22T10:30:29,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-22T10:31:20
0d04df946ab94c13a77b34cb816a9846,3,2019-12-22T10:31:25,No,2,Yes,Yes,Yes,16,Higher education certificate (BacII),Yes,College/university undergraduate,,,Private,Yes,,,,Yes,Yes,Foreign Languages,Yes,College/university undergraduate studies,6000000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,560000,No expenses / Don't Know,,ALONE,2019-12-22T10:34:33
